SkillName	SkillID	Design_Belong	Design_Effect	MaxLevel	KindType	FunctionType	UIType	BelongKungfu	BelongSchool	CastMode	WeaponRequest	IsCostAmmo	CostItemType	CostItemIndex	MountRequestType	MountRequestDetail	MountType	IsMountAble	IsPassiveSkill	IsChannelSkill	IsExpSkill	IsExactHit	IsInstinct	IsAutoTurn	CauseAbradeEquipment	CauseBeatBreak	CauseBeatBack	HasCriticalStrike	SkillEventMask1	SkillEventMask2	SkillCastFlag	UseCastScript	Use3DObstacle	CheckReachable	IgnorePositiveShield	IgnoreNegativeShield	NeedOutOfFight	SelfOnFear	SelfHorseStateRequest	TargetTypePlayer	TargetTypeNpc	TargetRelationNone	TargetRelationSelf	TargetRelationAlly	TargetRelationEnemy	TargetRelationDialog	TargetRelationNeutrality	TargetRelationParty	TargetRelationRaid	TargetHorseStateRequest	TargetOnFear	AutoSelectTarget	NPCWeaponType	CommonSkillActiveMode	IsBindCombatTag	EffectPlayType	ScriptFile	_ScriptFileHashID	EffectType	CheckBindBuff	MountRequestDetailLevel	CastMask	SelfMoveStateMask	TargetMoveStateMask	RecipeType	MapBanMask	SkillMark	SelfBackupMoveStateMask	TargetRelationMentor	TargetRelationApprentice	KungfuMountID	HorseMask	PetTemplateID	TargetNpcSpeciesMask	SelfSprintStateRequest	SelfTerrainStateRequest	SelfFollowStateRequest	IgnoreCamp	TargetFollowStateRequest	IsCheckStealth	SelfMoveStateMask2	SelfBackupMoveStateMask2	TargetMoveStateMask2	Pos	CanReverse	CanCastOnTower	TargetRelationTeamGroup	TargetJumpCountMask	IgnoreSilence	LongRange	BelongDynamicGroupID	IsTherapy	CanKeepHoard	CanCastWithHoard	CanAddMaxRadius	KillRushCanCastMode	MinSelectTargetCount	MaxSelectTargetCount
百草园_月季	1925	测试技能	直接伤害技能	1	None	Normal	2	10164	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	Any	1	0	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	SfxOnly	npc\副本BOSS\百草园帮会副本\百草园_月季.lua		Neutral	0	0	0	254	1010728958	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
百草园_蔷薇	1926	测试技能	直接伤害技能	1	None	Normal	2	10164	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	Any	1	0	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	SfxOnly	npc\副本BOSS\百草园帮会副本\百草园_蔷薇.lua		Neutral	0	0	0	254	1010728958	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
百草园_玫瑰	1927	测试技能	直接伤害技能	1	None	Normal	2	10164	12	PartyArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8721	0	0	0	1	0	0	1	0	0	NotHorse	1	0	1	1	1	0	0	0	1	0	Any	1	0	0	Invalid	0	SfxOnly	npc\副本BOSS\百草园帮会副本\百草园_玫瑰.lua		Beneficial	0	0	0	16638	1010728958	0			0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0												
百草园_牡丹	1928	测试技能	直接伤害技能	1	None	Normal	2	10164	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8721	0	0	0	1	0	0	1	0	0	NotHorse	1	0	1	1	1	0	1	0	1	1	Any	1	0	0	Invalid	0	SfxOnly	npc\副本BOSS\百草园帮会副本\百草园_牡丹.lua		Beneficial	0	0	0	16638	1010728958	0			0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0												
玩家道具_连珠弹	1929	测试技能	直接伤害技能	1	Physics	Damage	2	10159	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NotHorse	0	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\25人天王殿\玩家道具_连珠弹.lua		Neutral	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
玩家道具_佛闪光	1930	测试技能	直接伤害技能	1	Physics	Normal	2	10159	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\25人天王殿\玩家道具_佛闪光.lua		Neutral	0	0	0	16638	1006649598	0	0	1	0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0												
玩家道具_少林变装	1931	测试技能	直接伤害技能	1	Physics	Normal	2	10159	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\25人天王殿\玩家道具_少林变装.lua		Neutral	0	0	0	16638	1006649598	0	0	1	0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0												
宇文宝藏_固·铁布衫_驱散技能事件	1932	测试技能	直接伤害技能	1	None	Normal	2	10155	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	1	1	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	None	npc\副本BOSS\2人副本\宇文宝藏_固·铁布衫_驱散技能事件.lua		Neutral	0	0	0	4194302	1010827262	0	0	1	0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0												
下棋_五子·山月	1933	测试技能	直接伤害技能	1	Physics	Normal	2	10155	12	TargetArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	8705	0	0	0	0	0	0	1	0	0	NotHorse	0	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	1	AniAndSfx	npc\副本BOSS\2人副本\下棋_五子·山月_技能.lua		Neutral	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
下棋_五子·残月	1934	测试技能	直接伤害技能	1	Physics	Normal	2	10155	12	TargetArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	8705	0	0	0	0	0	0	0	0	0	NotHorse	0	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	1	AniAndSfx	npc\副本BOSS\2人副本\下棋_五子·残月_技能.lua		Neutral	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
下棋_攻击	1935	测试技能	直接伤害技能	1	Physics	Damage	2	10155	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	131587	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	npc\副本BOSS\2人副本\下棋_攻击.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
下棋_攻击(AOE)	1936	测试技能	直接伤害技能	2	Physics	Damage	2	10155	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	519	0	0	0	0	0	1	0	0	0	NotHorse	0	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	npc\副本BOSS\2人副本\下棋_攻击(AOE).lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0												
剑气	1937	测试技能	直接伤害技能	31	Physics	Normal	2	10157	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	None	npc\副本BOSS\25人谢云流\剑气(空技能).lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0												
渐影凝视	1938	测试技能	直接伤害技能	31	Physics	Normal	2	10157	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	1	0	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\25人谢云流\渐影凝视.lua		Neutral	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0												
英雄剑冢_小怪_白色蘑菇_孢子喷吐	1939	测试技能	吟唱2秒，使自身半径4尺范围内最多5个玩家受到一个白色孢子BUFF。	20	Physics	Normal	2	10163	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	16899	0	0	0	0	0	1	0	0	0	NotHorse	1	1	1	0	1	1	1	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	npc\副本BOSS\英雄剑冢\英雄剑冢_小怪_白色蘑菇_孢子喷吐.lua		Neutral	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0												
摘星	1940	测试技能	直接伤害技能	1	Physics	Damage	1	10149	6	TargetSingle	9	0	Invalid	0	6	0	0	0	0	0	1	0	0	0	1	1	1	1	2097671	262144	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	藏剑\藏剑_君子风_摘星.lua		Harmful	0	0	0	16638	1010728958	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
藏剑_梦泉虎跑_梅隐香不切目标buff	1941	测试技能	直接伤害技能	1	Physics	Normal	1	10151	6	CasterSingle	0	0	Invalid	0	6	10144	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	None	藏剑\藏剑_梦泉虎跑_梅隐香不切目标buff.lua		Neutral	0	4	0	16638	1006649598	0	0	1	0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0												
藏剑_问水诀_释放听雷增加10点剑气	1942	测试技能	直接伤害技能	1	Physics	Normal	1	10151	6	CasterSingle	0	0	Invalid	0	6	10144	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	None	藏剑\藏剑_问水诀_释放听雷增加10点剑气.lua		Neutral	0	0	0	16638	1006649598	0	0	1	0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0												
藏剑_君子风_探梅_仇恨转移	1943	测试技能	直接伤害技能	1	Physics	Enmity	1	10151	6	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Any	1	0	0	0	0	0	0	0	1	0	Any	1	0	0	Invalid	0	SfxOnly	藏剑\藏剑_君子风_探梅_仇恨转移.lua		Beneficial	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
藏剑_灵峰剑式_子技能_霞流宝石跳跃伤害	1944	测试技能	直接伤害技能	8	Physics	Normal	1	10151	6	CasterArea	8	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	519	65536	0	0	1	0	1	0	0	0	Any	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Melee	1	AniAndSfx	藏剑\藏剑_灵峰剑式_子技能_霞流宝石跳跃伤害.lua		Harmful				48	1010728958	1610			0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	1	0												
子技能_治疗增加目标防御	1945	测试技能	直接伤害技能	1	None	Normal	1	10087	0	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12289	32768	0	0	0	0	0	1	0	0	NotHorse	1	1	1	1	1	0	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	经脉\基础系\基础系_子技能_增加治疗目标防御.lua		Beneficial	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
英雄剑冢_BOSS_叶芳致_四季剑法	1946	测试技能	对当前目标造成伤害	1	Physics	Damage	2	10163	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	519	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	npc\副本BOSS\英雄剑冢\英雄剑冢_BOSS_叶芳致_四季剑法.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
英雄剑冢_BOSS_叶芳致_九溪弥烟	1947	测试技能	对命中目标造成伤害	1	Physics	Damage	2	10163	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	519	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	npc\副本BOSS\英雄剑冢\英雄剑冢_BOSS_叶芳致_九溪弥烟.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0												
子技能_治疗增加目标Hot	1948	测试技能	直接伤害技能	1	None	Normal	1	10087	0	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12289	32768	0	0	0	0	0	1	0	0	NotHorse	1	0	1	1	1	0	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	经脉\基础系\基础系_子技能_增加治疗目标Hot.lua		Beneficial	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
督脉·陶道	1949	测试技能	直接伤害技能	5	None	Normal	1	10074	0	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\辅助系\辅助系_增加阴性内功抗性.lua		Harmful	0			16638	1010728958	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
督脉·囟会	1950	测试技能	直接伤害技能	5	None	Normal	1	10074	0	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\辅助系\辅助系_增加混元性内功抗性.lua		Harmful	0			16638	1010728958	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
督脉·强间	1951	测试技能	直接伤害技能	5	None	Normal	1	10074	0	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\辅助系\辅助系_增加阳性内功抗性.lua		Harmful	0			16638	1010728958	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
督脉·前顶	1952	测试技能	直接伤害技能	5	None	Normal	1	10074	0	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\辅助系\辅助系_增加毒抗性.lua		Harmful	0			16638	1010728958	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
英雄剑冢_BOSS1_叶淑节_天地同寿(子技能)	1953	测试技能	直接伤害技能	1	Physics	Normal	2	10163	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1025	0	0	0	0	0	1	0	0	0	NotHorse	0	1	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\英雄剑冢\英雄剑冢_BOSS_叶淑节_天地同寿(子技能).lua		Harmful	0	0	0	130	1006633090	0	0	1	0	0	0	0	0	0		NotInSprint	Any				0	4	0	4	0	0	0												
英雄剑冢_BOSS1_叶淑节_天地同寿	1954	测试技能	直接伤害技能	1	Physics	Normal	2	10163	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	8193	0	0	0	0	0	0	0	0	0	NotHorse	0	1	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	npc\副本BOSS\英雄剑冢\英雄剑冢_BOSS_叶淑节_天地同寿.lua		Neutral	0	0	0	16638	1006649598	0	0	1	0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0												
25人_剑气	1955	测试技能	直接伤害技能	31	Physics	Damage	2	10157	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	545	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	npc\副本BOSS\25人谢云流\25人_剑气.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0												
25人_一闪·幻狼_母技能	1956	测试技能	直接伤害技能	31	Physics	Normal	2	10157	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	1	0	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	npc\副本BOSS\25人谢云流\25人_一闪·幻狼_母技能.lua		Neutral	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
25人_一闪·幻狼	1957	测试技能	直接伤害技能	31	Physics	Damage	2	10157	12	TargetArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	522	0	0	0	0	0	1	0	0	0	NotHorse	1	0	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	npc\副本BOSS\25人谢云流\25人_一闪·幻狼.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
任脉·中极	1958	测试技能	直接伤害技能	3	None	Damage	1	10066	0	TargetSingle	0	0	Invalid	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\基础系\基础系_增加治疗目标防御.lua		Harmful	0			16638	1010728958	0			0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
任脉·神阙	1959	测试技能	直接伤害技能	1	None	Normal	1	10087	0	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1025	32768	0	1	1	0	1	1	0	0	Any	1	0	0	1	0	0	0	0	0	0	Any	0	0	0	Invalid	1	SfxOnly	经脉\基础系\基础系_清治疗技能CD.lua		Neutral	0		64	16638	1006649598	0	40		0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0												
曲骨	1960	测试技能	直接伤害技能	7	None	Normal	1	10125	0	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	9217	0	0	0	0	0	0	1	0	0	NotHorse	1	0	1	0	1	0	1	1	1	0	Any	1	0	0	Invalid	0	SfxOnly	经脉\基础系\基础系_双倍经验BUFF.lua		Beneficial	0			16770	1010761726	0	40		0	0	0	0	0	0		NotInSprint	Any				1	4	0	7	0	0	0												
任脉·下脘	1961	测试技能	直接伤害技能	1	None	Normal	1	10125	0	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	32769	0	0	1	1	0	0	1	0	0	Any	1	0	0	1	1	0	1	1	1	0	Any	1	0	0	Invalid	1	SfxOnly	经脉\基础系\基础系_回满内力剑气.lua		Beneficial	0			16638	1010761726	0	40		0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
任脉·中脘	1962	测试技能	直接伤害技能	1	None	Normal	1	10125	0	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	32769	0	0	1	1	0	0	1	0	0	Any	1	0	0	1	1	0	1	1	1	0	Any	1	0	0	Invalid	1	SfxOnly	经脉\基础系\基础系_回满血.lua		Beneficial	0			16638	1010761726	0	40		0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
任脉·上脘	1963	测试技能	直接伤害技能	1	None	Normal	1	10125	0	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1025	0	0	1	1	0	1	1	0	0	Any	1	0	0	1	0	0	0	0	0	0	Any	0	0	0	Invalid	1	SfxOnly	经脉\基础系\基础系_传功准备.lua		Neutral	0		64	256	1006633216	0	40		256	0	0	0	0	0		NotInSprint	Any				0	4	0	4	0	0	0												
任脉·巨阙	1964	测试技能	直接伤害技能	1	None	Normal	1	10125	0	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8705	0	0	1	0	0	0	1	0	0	Any	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	经脉\基础系\基础系_清所有门派CD.lua		Beneficial	0			16638	1006649598	0	40		0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0												
兑端	1965	测试技能	直接伤害技能	7	None	Normal	1	10125	0	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	32769	0	0	0	1	0	0	1	0	0	Any	1	0	0	0	1	0	1	1	1	0	Any	1	0	0	Invalid	1	SfxOnly	经脉\基础系\基础系_传功增加内力最大值.lua		Beneficial	0			256	1006633216	0	40		0	0	0	0	0	0		NotInSprint	Any				1	4	0	4	0	0	0												
膻中	1966	测试技能	直接伤害技能	7	None	Normal	1	10125	0	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	32769	0	0	0	1	0	0	1	0	0	Any	1	0	0	0	1	0	1	1	1	0	Any	1	0	0	Invalid	1	SfxOnly	经脉\基础系\基础系_传功增加生命最大值.lua		Beneficial	0			256	1006633216	0	40		0	0	0	0	0	0		NotInSprint	Any				1	4	0	4	0	0	0												
英雄剑冢_小怪_绿色蘑菇_孢子喷吐	1967	测试技能	直接伤害技能	1	Physics	Normal	2	10163	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	16899	0	0	0	0	0	1	0	0	0	NotHorse	1	1	1	0	1	1	1	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	npc\副本BOSS\英雄剑冢\英雄剑冢_小怪_绿色蘑菇_孢子喷吐.lua		Neutral	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0												
英雄剑冢_小怪_红色蘑菇_孢子喷吐	1968	测试技能	直接伤害技能	1	Physics	Normal	2	10163	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	16899	0	0	0	0	0	1	0	0	0	NotHorse	1	1	1	0	1	1	1	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	npc\副本BOSS\英雄剑冢\英雄剑冢_小怪_红色蘑菇_孢子喷吐.lua		Neutral	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0												
英雄剑冢_小怪_黄色蘑菇_孢子喷吐	1969	测试技能	直接伤害技能	1	Physics	Normal	2	10163	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	16899	0	0	0	0	0	1	0	0	0	NotHorse	1	1	1	0	1	1	1	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	npc\副本BOSS\英雄剑冢\英雄剑冢_小怪_黄色蘑菇_孢子喷吐.lua		Neutral	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0												
英雄剑冢_BOSS_1_叶淑节_孢子喷吐	1970	测试技能	直接伤害技能	1	Physics	Normal	2	10163	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1027	0	0	0	0	0	1	0	0	0	NotHorse	0	1	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\英雄剑冢\英雄剑冢_BOSS_1_叶淑节_孢子喷吐.lua		Neutral	0	0	0	16638	1006649598	0	0	1	0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0												
英雄剑冢_BOSS_1_叶淑节_春意斐然	1971	测试技能	直接伤害技能	1	Poison	Normal	2	10163	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1281	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	npc\副本BOSS\英雄剑冢\英雄剑冢_BOSS_1_叶淑节_春意斐然.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0												
英雄剑冢_小怪_御火门徒_玉虹贯日	1972	测试技能	直接伤害技能	1	Physics	Normal	2	10163	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	521	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\英雄剑冢\英雄剑冢_小怪_御火门徒_玉虹贯日.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
英雄剑冢_小怪_御火门徒_九溪弥烟	1973	测试技能	直接伤害技能	1	Physics	Damage	2	10163	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	517	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\英雄剑冢\英雄剑冢_小怪_御火门徒_九溪弥烟.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0												
英雄剑冢_小怪_御火门徒_啸日	1974	测试技能	直接伤害技能	1	Physics	Normal	2	10163	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8705	0	0	0	0	0	0	1	0	0	NotHorse	0	1	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\英雄剑冢\英雄剑冢_小怪_御火门徒_啸日.lua		Beneficial	0	0	0	16638	1006649598	0	0	1	0	0	0	0	0	0		NotInSprint	Any				0	7	0	7	0	0	0												
英雄剑冢_小怪_御火门徒_夕照雷锋	1975	测试技能	直接伤害技能	1	Physics	Damage	2	10163	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1027	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	1	AniAndSfx	npc\副本BOSS\英雄剑冢\英雄剑冢_小怪_御火门徒_夕照雷锋.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0		NotInSprint	Any				1	7	0	7	0	0	0												
