门派,心法,奇穴位置,奇穴名,奇穴描述,技能ID,纵向位置
藏剑,问水诀,10,片玉,受到攻击导致自身气血值低于1%，立刻回复40%气血，并重置“泉凝月”，该效果最多150秒触发一次。,14607,3
藏剑,问水诀,10,长致,“风来吴山”剑气消耗提高到80点，施展“风来吴山”结束时，会形成6尺风场，风场会将周围5个玩家吹起并获得“长致”效果：陷入风眼，不会受到任何招式影响但只能施展轻功，风场持续5秒。同一玩家每30秒最多获得一次“长致”效果。,18683,4
藏剑,问水诀,10,岫烟,对定身、眩晕、击倒的目标造成伤害提高20%。,25017,5
藏剑,问水诀,11,如风,“问水诀”下施展“啸日”使自身加速率提高8%，威胁值降低10%，持续10秒，且任何外功招式会心都会使该效果持续时间延长5秒，该效果仅在“山居剑意”下维持。,14605,1
藏剑,问水诀,11,浮云,“风来吴山”连续命中目标5次后则会将目标武器卷飞，使目标无法使用武器，持续2秒。,5963,2
藏剑,问水诀,11,云熙,“峰插云景”造成的封轻功效果增加1秒且会释放3道矩形剑气对路径上最多3个目标造成<SUB 36222 1>伤害，自身下一个“鹤归孤山”无视目标15%的化劲等级。,32757,3
藏剑,问水诀,11,辟寒,“泉凝月”被击破时，自身若处于“不工”状态，该次“风来吴山”期间自身免疫重伤。,14601,4
藏剑,问水诀,11,探梅,若目标为队友，解除其受到的控制效果（击倒除外）并使其3秒内免疫控制效果（被拉除外），且获得化解自身最大气血值25%伤害的护盾，同时目标和自身移动速度提高20%，持续10秒，若目标为敌人，则对目标的目标施展。<TALENT 5950 1 施展后使你和目标受到的伤害降低20%，持续8秒><TALENT 5949 1 施展后使你和目标的移动速度提高40%，持续8秒>,1655,5
藏剑,问水诀,12,剑引龙泉,生成虚体的灵剑与自身相连接，每次施展获得剑气的招式使自身获得一层充能，最多5次。之后可在15秒内施展二段招式，运功1.25秒（期间免疫打断运功效果），对前方20尺内目标重击造成两段200%武器伤害附加<SUB 32777 1>外功伤害并使被命中的目标受到的下一次治疗效果无效，持续5秒。若目标距离自身8尺外则附带冲刺效果。,32673,1
藏剑,问水诀,12,听晓,战斗中每秒恢复5点剑气，“莺鸣柳”不再充能和恢复剑气，调息时间降低45秒，“莺鸣”持续期间内首次剑气达到上限时自身无双等级提高30%，并延长15秒。,30777,2
藏剑,问水诀,12,剑锋百锻,运功3秒，运功中免疫伤害和控制效果，使自身以及8尺内2个的小队目标获得“百锻”持续60秒，“百锻”期间破防值提高，若已有该效果，则它将获得强化，最多2次，“百锻”期间，对侠士造成伤害或重伤都会延长时间最多延长至5分钟。,29093,3
藏剑,问水诀,12,松舍问霞,重击20尺内的敌对目标，对其造成200%武器伤害外加<SUB 14911 1>外功伤害，会心后附带“断潮”效果。若目标距离自身8尺外则附带冲刺效果，命中高度高于8尺的目标时，造成伤害提高50%并将其直接击落，使其击倒4秒，若成功击落目标，可在3秒内施展“松舍问霞·跃”追击攻击目标。<TALENT 5957 1 伤害提高10%><TALENT 23922 1 控制效果持续时间增加1秒>,14910,4
藏剑,问水诀,12,飞来闻踪,"“山居剑意”下可以施展，召唤5个可以被攻击的剑魂，剑魂范围内形成持续10秒半径8尺的剑阵，每存在1把剑魂自身在剑阵内外功会心效果提高3%, 剑魂少于3个则剑阵提前消失。自身处于剑阵内会与剑魂共鸣，每一把剑魂每秒回复自身2点剑气并叠加0.5秒“闻踪”效果：会心几率提高8%，“断潮”伤害提高30%。",25070,5
明教,焚影圣诀,1,无幽不烛,“赤日轮”、“幽月轮”的伤害提高10%。,5969,1
明教,焚影圣诀,1,腾焰飞芒,“烈日斩”“银月斩”会心几率提高10%，会心效果提高10%。,5972,2
明教,焚影圣诀,1,血泪成悦,造成伤害的10%转化为自身气血。,5974,3
明教,焚影圣诀,2,日月凌天,“赤日轮”、“幽月轮”获得的日灵、月魂提高30%。,5971,1
明教,焚影圣诀,2,无往不复,“赤日轮”“幽月轮”对带有“烈日”的目标造成伤害提高40%。,37274,2
明教,焚影圣诀,2,净身明礼,“烈日斩”“银月斩”伤害提高25%，命中目标，对目标周围6尺的5个目标造成伤害。该伤害不会受到“烈日斩”“银月斩”秘籍的影响。,18279,3
明教,焚影圣诀,3,普愿离诸,“驱夜断愁”命中时，使目标身上属于自身的“月劫”效果提升至60%，且无法被驱散和刷新。,37275,1
明教,焚影圣诀,3,洞若观火,“烈日斩”或者消耗“满日”后立即对周围8尺的5个目标造成<SUB 6728 0>阳性内功伤害，施展“银月斩”或者消耗“满月”则造成<SUB 6730 0>阴性内功伤害。,5978,2
明教,焚影圣诀,3,诛邪镇魔,施展“净世破魔击”8秒内再次施展“净世破魔击”“生死劫”，使“净世破魔击”强化为“诛邪镇魔”，<SUB 22890 1>,22888,3
明教,焚影圣诀,3,寒月耀,"对目标及目标周围8尺范围内最多6个敌对目标造成<SKILL LunarDamage>点(+<SKILLEx {D0} {SkillLunarAP}>)阴性内功伤害并打断目标运功，成功打断后使目标4秒内无法施展内功招式，每击中一个目标获得10点月魂。<TALENT 4008 1 命中目标后使自身受到的伤害降低5%,持续5秒，每多命中一个目标额外增加1秒><TALENT 4008 2 命中目标后使自身受到的伤害降低10%,持续5秒，每多命中一个目标额外增加1秒>",3961,4
明教,焚影圣诀,4,无明业火,在目标背后施展伤害招式则自身会心几率提高10%，会心效果提高5%。,6717,1
明教,焚影圣诀,4,幽隐尘迹,“净世破魔击·日”造成伤害时无视目标15%化劲。,5985,2
明教,焚影圣诀,4,燎原烈火,消耗满日或满月后，自身获得5%伤害吸收盾，最多叠加2层，持续8秒。,5967,3
明教,焚影圣诀,4,无间影狱,处于“暗尘弥散”状态下超过3秒，在解除伪装状态时获得抵挡最多自身20%气血值的伤害吸收盾，期间自身伤害提高10%，持续10秒。,26710,4
明教,焚影圣诀,5,明光恒照,消耗满日后，使下一次消耗满月招式额外受到24%阴性内功攻击力加成。\n消耗满月后，使下一次消耗满日招式额外受到24%阳性内功攻击力加成。,34383,1
明教,焚影圣诀,5,恶秽满路,“驱夜断愁”在目标背后施展时，使目标无法使用轻功，持续3秒。,5989,2
明教,焚影圣诀,5,烈血灼芒,“暗尘弥散”或“暗尘”状态下施展“驱夜断愁”标记目标玩家，持续6秒，结束后对目标造成标记期间受到伤害的20%的额外真实伤害。不可对已经标记的目标重复标记。,21174,3
明教,焚影圣诀,5,赤日赫炎,满日状态施展“生死劫”会标记玩家目标，持续3秒，结束后使目标受到等同于“赤日赫炎”效果期间受到治疗量30%的伤害。,32622,4
明教,焚影圣诀,6,辉耀红尘,“净世破魔击·日”：命中目标后有100%几率使目标灼烧，使目标<BUFF 4464 1 desc>(+<SKILLEx {D0} {TotalSolarAP 0.2396}>)，持续10秒。\n“净世破魔击·月”：命中目标后获得20点日灵。,5968,1
明教,焚影圣诀,6,秽身浴露,“贪魔体”施展后卸除自身所有混元、阳性、阴性、毒性及持续伤害不利效果，效果结束后恢复25%气血。,6718,2
明教,焚影圣诀,6,日月同辉,每施展3次“烈日斩”可激活一次“驱夜断愁”，若命中非侠士目标则直接激活。,34395,3
明教,焚影圣诀,6,秽孽如形,“驱夜断愁”会心几率提高10%。“驱夜断愁”在目标背后施展时，立刻降低“怖畏暗刑”2秒调息时间。,18282,4
明教,焚影圣诀,7,靡业报劫,“生死劫”调息时间增加14秒。施展后使目标受到“靡业报劫”：每2秒受到对应阴阳属性的内功伤害，持续14秒。目标最大气血值每高于自身最大气血值的100%，则伤害提升100%，最多提升300%。若消耗满灵施展，则立即对其造成<SUB 35056 1>内功伤害，并在“靡业报劫”造成完整伤害后再次对其造成<SUB 35057 1>内功伤害。,34372,1
明教,焚影圣诀,7,超凡入圣,“怖畏暗刑”期间目标每受到一次伤害，使自身“御暗烬灭令”套路下其它招式调息时间降低1秒，该效果每0.5秒最多触发一次。,38523,2
明教,焚影圣诀,7,极本溯源,施展“贪魔体”每秒对周围8尺内10个目标造成伤害并减速90%。触发的二段招式改为：冲向敌对侠士使其眩晕2秒，短暂延迟后向8尺内的敌对侠士再次冲刺，每次冲刺延长2秒贪魔体持续时间，最多冲刺5次。,34511,3
明教,焚影圣诀,7,善恶如梦,施展“生死劫”，同时使目标受到“生死劫·日”和“生死劫·月”的效果。,6727,4
明教,焚影圣诀,8,用晦而明,对受到“烈日”不利效果的目标施展伤害招式无视目标55%的内功防御。,17567,1
明教,焚影圣诀,8,伏明众生,满日方可施展。进入“日盈”状态6秒，期间“净世破魔击”释放后获得满日，每2秒在自身位置产生一个日影，对前方180度的6尺扇形区域内最多6个目标造成<SUB 18627 1>阳性内功伤害后消失。,18626,2
明教,焚影圣诀,8,采曜生明,施展4次“生死劫”后，获得1层“光明相”效果。,30928,3
明教,焚影圣诀,8,影随光生,“光明相”效果生效后获得10秒“影随”效果：施展“驱夜断愁”后额外获得40点“日灵”“月魂”。,30776,4
明教,焚影圣诀,8,五明乐见,“光明相”调息时间降低5秒，效果提高至3次。,25160,5
明教,焚影圣诀,9,天地诛戮,施展“驱夜断愁”后自身的内功基础攻击提高10%，威胁值降低30%，造成伤害的10%转化成自身气血，持续20秒。,5979,1
明教,焚影圣诀,9,光影,施展“幻光步”，解除自身“无法施展内功招式”效果影响，并不会受到此效果影响，持续3秒。,6893,2
明教,焚影圣诀,9,净体不畏,“烈日斩”“银月斩”变为2层7秒充能招式。施展“日月净世”套路中的阳性招式命中“银月斩”持续伤害，或施展套路中阴性招式命中“烈日”效果的目标时，根据触发招式类型，分别造成阳性内功伤害或阴性内功伤害。,25166,3
明教,焚影圣诀,9,生灭予夺,立刻重置“暗尘弥散”“驱夜断愁” “流光囚影”“无明魂锁”调息时间，并使自身<BUFF 4056 0 desc>，持续<BUFF 4056 0 time>。<TALENT 5973 1 伤害招式命中后生灭予夺的调息时间减少1秒，最多降低30秒>,3978,4
明教,焚影圣诀,9,夷数神光,施展“流光囚影”，使得自身3秒内可以施展“驱夜断愁”。,25163,5
明教,焚影圣诀,10,秘影诡行,“幻光步”变为瞬间释放，并可解除自身受控状态(击倒除外)。,18634,1
明教,焚影圣诀,10,降灵尊,获得满月、满日，使自身12秒内施展招式无威胁并激活“驱夜断愁”，消耗满日恢复20点月魂，消耗满月获得20点日灵。且耗灵技会对当前目标触发一次破招伤害，以此方式触发破招时，对目标追加一次内功伤害。,38526,2
明教,焚影圣诀,10,万念俱寂,“驱夜断愁”调息时间增加至6秒，无需隐身状态，可直接施展，获得日灵月魂降低为20点。,6724,3
明教,焚影圣诀,10,极乐引,将自身周围10尺范围内最多6个敌对目标拉至身边，在“焚影圣诀”下使其眩晕4秒。在“明尊琉璃体”下，强制敌人攻击自身，持续4秒，并使自身造成的威胁值提高100%，周围30尺范围内所有团队成员获得无威胁气劲，持续6秒。<TALENT 6011 1 每命中1个目标自身受到的伤害降低10%，持续5秒，最多叠加5层><TALENT 6010 1 为30尺范围的团队成员回复5%的气血值>,3971,4
明教,焚影圣诀,10,清静心,进入“清静心”状态，持续10秒。期间受到控制效果时结束该状态，并在8秒内可施展二段招式“晦冥曳”：解除自身受控状态，使自身免疫控制与内外功伤害，持续5秒。二段招式施展时不受无法运功效果影响。,32661,5
明教,焚影圣诀,11,悬象著明,耗灵技，需消耗满日或满月，两者对应效果不同。\n满日：对目标造成阳性内功伤害，使悬象·日覆盖自身。\n满月：对目标造成阴性内功伤害，使悬象·月覆盖自身。\n有悬象时，每次自身施展“日月净世”套路招式，悬象会施展与其日月相同类型的悬象招式。悬象施展6次招式后消失，视为自身施展，但不获得或消耗“日灵”“月魂”，伤害不受秘籍影响。,34347,1
明教,焚影圣诀,11,妙相常晖,自身在“光明相”效果期间消耗满月施展“生死劫”会附带“霜月”效果，在目标脚下生成一个冰柱，持续8秒。冰柱被攻击3次后消失，存在期间目标被禁锢，招式施展距离降低30%。,32663,2
